,text,affect_isr,affect_pal,attitude
1320,Они под эту ду-ду теперь будут петь мол любое им возражение это антисемитизм. Как негры в России такое не прокатит ме один студент так пытался залечить после удара под дых когда отдышался до него дошло что слесарь не имеет понятия чёрный или кто ты если серишь мимо унитаза. Так надо с ними.,1,2,1
1321,"Евреи,как хохлы,только хуже",1,2,1
1322,"""евреи зло умышленно убивающее детей другой национальности"" .. фильм ""Бесславные ублюдки"" стал восприниматься как Сюр где нет положительных героев.",1,2,1
1323,В Украине есть проявление антисемитизма? Может не там ищем нацистов?,2,2,1
1324,"Ихваны, мурджииты, хариджиты, суфисты и т.д. Куда не зайдёшь не увидишь ничего кроме как обвинения друг друга в чём то. Не надоело разделяться? Это ли Ислам!? Может стоит уделить внимания более важному?   Посланник (ﷺ) отправлял Му’аза в Йемен, объяснил ему методологию (манхадж) призыва, сказав: «Поистине, ты придешь к людям Писания, пусть первым, к чему ты призовешь их, будет свидетельство того, что нет божества, достойного поклонения, кроме Аллаха». Обратите внимание, Пророк (ﷺ) начал с единобожия (таухида)!   Не объединятся мусульмане ни на чем, кроме как на единобожии  Шейх Фаузан (да хранит его Аллах) сказал: «Как можно теперь говорить, что единобожие (таухид) вносит раскол в ряды мусульман?! Нет, напротив, единство мусульман не укрепится, кроме как на единобожии (таухиде), и безопасность и стабильность не будут нормализованы, кроме как на единобожии. Пречистый Всевышний Аллах сказал: «Аллах обещал тем из вас, которые уверовали и совершали праведные деяния, что Он непременно сделает их наместниками на земле, подобно тому, как Он сделал наместниками тех, кто был до них. Он непременно одарит их возможностью исповедовать их религию, которую Он одобрил для них, и сменит их страх на безопасность. Они поклоняются Мне и не приобщают сотоварищей ко Мне [1]»[/b] (сура «ан-Нур» аят 55). Поистине, эта великая потребность воплотится по причине поклонения одному Аллаху, у Которого нет сотоварищей. Всевышний Аллах говорит: «Они поклоняются Мне и не приобщают Мне сотоварищей». Община не объединится и ее строение не будет правильным, кроме как на единобожии и правильном вероубеждении (‘акиде).",2,1,1
1325,"Ну, он- то понятно , Сатановским. Но и по России-1 я, кстати, слышал про геноцид палестинцев...",2,2,1
1326,"Палестинские дети в тюрьмах Израиля? Интересно, а за что их посадили? Ну типа разобраться в вопросе.",2,2,1
1327,"ЦАХАЛ заявил об успехах в наступлении.Упс кому же верить.А нас чёт не нашей войны,так в Израиле проживает огромное количество российских граждан.Они активно поддерживают Россию.Не жалко их?",2,2,1
1328,"  Аллах наказывает арабов за предательство Османской империи. Ещё и цвета флага этого предательства используют палестинцы, тут не то, что танк цел будет, ещё и гурий не дадут🤷‍♂️",2,2,1
1329," еврей и потомок еврея это тоже еврей , а не знание официальных закон и предков это Ваши проблемы , которые можно решить с помощью архивов или с помощью денег заплатив юристу или специалисту...",2,2,1
1330,"Эх а вот теперь это только начало. Жалко . Что доч Израиля мужчина бааль ( хозяин женщины) что для мусульман. Америка с ума сходит по нейтрализации пола, условный восток по удержанию женщины в рабство.  А Россия вдруг решила отказаться от результатов Октябрьской революции и укорениться в 4 ноября.  Все больше и больше балет вспыхивать причем и чумы и всякой ерунды и войны .  - Ну что Абдула  Решили крюк исторический сделать без таможенной пошлины ?  Ты ж знаешь я мзду не беру , мне за державу обидно.  Жаль очень жаль. / Пересматриваю сейчас советские фильмы про этот период . Товарищи Сухов мимо нас не пролетит и муха,  Что ж вы Иваны выкинули психологическую вакцину.  Теперь дотягивайтесь до нее .  - И не понятно кто разрешил на советское кино пародию делать ? И сами ничего нового хорошего не создание и старое зачморили . Когда сил не останется и выход потеряете. Знайте единственный выход это признание советского прошлого и уважение к нему через празднование основных достижений. 7 ноября.  Не уверена без штрафов ( смертей человеческих) впустят вас снова. 🤷🏼‍♀️ но 25 последняя форточка будет закрыта и вы поведете страну через ухабы всего этого бреда ( с весе с крепостничеством мусульманством и ролью женщины где то около плинтуса сто в семье что в использовании) и ни какие ваши лозунги не помогут. Парни будут гибнуть война будет продолжаться и мы тупо будем латать дыры  Ситуация будет как вяло текущая  шиза. А ошибка всего лишь не верно выбранная дата и событие празднования.  Но жираф большой ему видней",2,2,1
1331, евреи уничтожали евреев?,2,2,1
1332,Чего-то лидеры далеко от своего ХАМАСа,2,2,1
1333,"История Хануки связана с великой победой малочисленных и плохо вооружённых евреев под командованием Иегуды Маккаби над царством Селевкидов, имевшим на вооружении даже слонов!",2,2,1
1334," вот и в чем вообще смысл этого видео. Тип вещает что не евреи будут рабами. Если какой то левый хуй говорит это, это блять не значит что это так и будет. Моя претензия в том что группа скатилась, и постить постную хуйню, про арабов, муслимов, жидов, католиков и прочую хуйню. Было хорошо когда были одни новости про политику, а не разжигание ненависти между братскими народами, что якобы нужно выбрать какую то сторону и тому подобнее.",2,2,1
1335,"Не совсем понял, к чему это? Но да ладно: >патриарх Антиохийский сочинял пасквили о неравенства брака Рено и Констанс  То, что было какое-то недовольство на тему брака - несомненно, то, что оно было очень сильно раздуто потом Гийомом Тирским (как бы не со слов самого Эмери; то, что взгляды Гийома на образ Рено не разделял даже его переводчик на старофранцузский - тоже несомненно) - несомненно. Равно как и то, что вся верхушка светской знати княжества изначально поддержала Рено и присутствовала на его коронации.  А вот Эмери де Лимож, которого отстранили от влияния на светскую власть и, похоже, задали нескромные вопросы про методы обогащения антиохийской церкви и способы получения антиохийского патриаршества, оказался среди обиженных и начал и приватно, и публично часто выражаться довольно ""вольно"" на тему Рено и его действий.  >Мануил задолжал денег Рено за поход на армян, после чего Рено и вторгся на Кипр вместе с армянами  Historians have argued, perhaps correctly, that the emperor’s refusal to reimburse the prince stemmed from his anger that the Cilician campaign was used to install – or re-install – the Templars into the Amanus Mountains, which is unlikely to have been its initial remit. More significant, though, is that, because there is no evidence for widespread aristocratic involvement, it cannot be securely accepted that this attack represented widely held Antiochene antagonism towards Byzantium, rather than the rash actions of its prince. This would also only have been accentuated by Renaud’s apparent need for funds, as he would likely have had to utilise paid forces to carry out these assaults. It is of further interest that, although William of Tyre was appalled by the recklessness and brutality of Renaud’s actions, he was also careful to hint that it had been sparked by Manuel reneging on an agreement – a rare occasion of even implicit criticism for this emperor. The raid on Cyprus was certainly an aggressive and inflammatory act, and a highly unwise one in relation to diplomatic ties with the Greeks, but it was not necessarily considered unprovoked by contemporaries.  >И выкупил из арабского плена его Балдуин  Гийом Тирский пишет, что деньги на выкуп Рено собрали ""его друзья"", amicis suis. То, что среди них был кузен Рено, Бодуэн IV Прокаженный, вполне логично, хотя недоказуемо :) А вот константинопольский след и логичен (его падчерица вышла замуж за Мануила Комнина), и подтверждается источниками: Михаил Сириец пишет, что Рено ""несколько раз"" присылали из Константинополя золото на выкуп, но он отдавал деньги на выкуп других пленников [точнее, при жизни Нур ад-Дина, не имея возможности выкупиться даже за огромные деньги, Рено просто помогал единоверцам в темницах Алеппо обрести свободу].",2,2,1
1336,"И Иисус был не еврей, а русский.",2,2,1
1337,"почитай мои посты. умник.. военное положение на Руси действует с 1917 - по факту оккупации Руси евреями.. А твое гребаное чмо путана ничего не имеет права объявлять, ибо на Руси он никто и звать его никак. Враг и оккупант. Понятно? так что можешь подтереть свою АДницу этим УК.. на большее он не годится",2,2,1
1338,"Какой же это антисемитизм? Это естественная и законная реакция христианина из христианской страны против того, чтобы символы остро враждебной христианству религии размещались в ведущем органе христианского государства. Антисемитизм был бы, когда били и убивали евреев на улицах и в домах, просто за то, что они евреи. И больше ни за что. Мне сразу вспомнилось, как в 1991 году хасиды в Кремле устроили свой шабаш. И никто не вступился за священное место, для православных.",2,2,1
1339,"Походу опять изгонят этих цыган с Палестины,пригласили террористов жить",1,2,1
1340,"Смешно, ты в Израиле то бывал? Я там бывал и не один раз у меня там сокурсники живут. советую тебе ""забить"" в интернете такой поиск(сколько было терактов в Израиле за последние 20 лет) и ты увидишь сколько ""получили"" Израильтяне за эти только 20 лет. Это я к тому, что Израильтяне ""поверили"" и больше этого не допустят. Советую так же узнать, что в Израиле во всех домах обязательно предосмотрено бомбоубежище(интересно это к чему по вашему мнению?) И почти перед каждым рестораном и кафе стоят охранники и это по вашему мнению почему?",2,2,1
1341,"На танках Израиля ""V""",2,2,1
1342,"И не боится же, имея миллионы мусульман в европе.",2,2,1
1343,"""Посол Израиля в России заявил, что Иерусалим не применяет фосфорные бомбы, «это фейки соцсетей»;"" верим?",2,2,1
1344, из исламской солидарности только Хезболла один раз пальнула. Всё,2,2,1
1345,Серия - неожиданные новости 😏,2,2,1
1346,"в понедельник маск обещает влепить ""термоядерный иск"" всем, кто временно прекратил размещение рекламы. запасаемся попкорном. поскольку никакое ""временное прекращение размещения рекламы по причине антисемитизма"" в договоре не может быть предусмотрено, ставлю на досудебное соглашение и неустойку в пользу Маска.",2,2,1
1347,"👉 «ВРЕМЯ ВЫБИРАТЬ» Опять настало время выбирать  На чьей же ты сегодня стороне  И каждый должен для себя принять  Свой выбор, дело вовсе не в цене.. *** И выбор тот за совесть, не за страх  За будущее близких и детей  Так сложно это объяснить в стихах  И в паре строчек интернет-статей… *** И снова выбор, свой среди чужих, Зачем ты здесь, и кто тебя позвал? А можешь стать чужим среди своих, Для тех, кому присягу ты давал… *** И шар земной, как бешеный волчок,  Вращается в предчувствии беды А до беды всего один толчок  В тартарары надежды и труды… *** И мгла сгущается, и барабаны бьют,  Кликуши надрываются вопя, Орала снова на мечи куют, И снова смолы по котлам кипят… *** И всё готово, выбор за тобой, На чьей же ты сегодня стороне? И за кого пойдёшь на смертный бой?  С кем будешь драться в завтрашней войне? *** Решайся, нет уж времени стоять,  И думать, что там? Пан или пропал? Орлу иль решке ты не можешь доверять,  Твой ход, ведь ты сегодня правишь бал… *** И прав ты будешь, или виноват? Вернёшься на щите, иль со щитом? И радостным иль хмурым будет взгляд? Народ с историей рассудят все потом... *** Вставай мой брат, И сделай этот шаг! Решение сегодня за тобой! Народу власти объявили Шах! И выбор прост - на плаху, или в бой! © 🤔 *** 👉 А начиналось всё с малого...  - https://vk.com/wall262939319_21315 ***  👉 ""Существующий режим УБИЛ ПРАВО и сделал его реализацию НЕВОЗМОЖНЫМ… И именно поэтому МЫ имеем дело с ПРЕСТУПНИКАМИ...» © - https://vk.com/wall262939319_18839",2,2,1
1348,"Нетаньяху жулик. Всё, я тоже написал комментарий. Дайте 15 рублей.",2,2,1
1349,"А в чем антисемитизм, в том что израильтяне убивают палестинцев, а Эрдоган что-то против сказал?",1,2,1
1350,"Согласен полностью! Если ты российский еврей - принимай российские законы и живи согласно них! Если тебя что то не устраивает - вали в Израиль! Только сначала крест православный сними - у евреев другая вера - они верят в иуду - этот тот кто за 30 серебренников Иисуса Христа своего соплеменника предал, которого ты на шее носил!",2,2,1
1351,"Израиль начинает напоминать Прибалтику, с худшем смысле",1,2,1
1352,Израиль всегда хотел Крым себе...,2,2,1
1353,"Пусть Эрдоган читает :  Вопрос: Способствует ли преступлениям тот, кто не бойкотирует продукцию, поддерживающую Израиль?  Ответ:   Имам Ибн Абдуссалям аш-Шафии издал фетву относительно крестоносцев, сражавшихся с исламским миром, заявив, что им запрещено продавать оружие и все, что используется для его производства, и что кто бы это ни делал, является преступником. Один из портных, услышавший об этой фетве, пришёл к Ибн Абдуссаляму и сказал ему: «Крестоносцы приходят ко мне шить одежду, так буду ли я соучастником их преступлений, шив для них одежду?»  Ибн Абдуссалям ответил ему, пролив свет на наши дни. Он сказал: «Нет, не ты считаешься соучастником этого гнета, а тот, кто продает тебе иголки и нитки, а ты сам являешься преступником и угнетателем!».  Шейх Осман Нури Топбаш  Имам Ибн Абдуссалям аш-Шафии",2,2,1
1354,"«Я ненавижу жидов, – объяснялся тот своему главному мотористу. – Нет ничего на свете хуже жида. Однако я никогда ничего не имел против евреев! Возьми, скажем, Кацмана…» (С) АБС, ""Град обреченный"" ""Он из тех знаменитых евреев, которые способны выразить приступ острого антисемитизма у самого Меира Кахане или даже у теоретика сионизма господина Теодора Герцля.""  (С) АБС, ""Отягощенные Злом""",1,2,1
1355,"Пусть демонстрируют силу нам,и пусть стоят воиска на границе-гарантия,что Иорданских поданных, которые рвутся в Израиль вершить правосудие будут останавливать они,а не мы!",2,2,1
1356,"эмоции, эмоции, эмоции. Когда же вы будете думать головой?  Разумные люди понимают, что я призываю к довольству Аллаха, вернуться к Аллаху, также показываю людям слова Аллаха и Его посланника صلى الله عليه وسلم и имамов этой уммы, что Аллах наказывает из-за грехов, если бы люди подчинялись Аллаху и оставили бы грехи, если бы люди следовали бы пути посланника Аллаха صلى الله عليه وسلم  то Аллах избавил бы нас от бед, столько аятов и хадисов о наказании Аллаха. Разве вся сила и мощь не у Аллаха??? Разве не Аллах Тот кто помогает Своим рабам??? Столько лет мучении и страдании, видно же разумным людям что Аллах не доволен нами. А что касается яхудов, то что яхуды конченые и гнилые об этом знают даже христиане, и что с того что я сделаю тему о них? Как это поможет мусульманам?  Зачем эти эмоциональные выкрики? Что самое печальное, вы после этих эмоций забываете о палестинцах, как забыли о сирийцах, уйгурах, бирманцах, африканцах, йеменцах и тд.   Я говорю словами ученых, я здесь призываю вернуться к Аллаху и показываю пример, из-за чего Аллах наказал людей. Я здесь не для лайков, делая темы для людей, показывая им то, что они хотят   Разумный человек сразу понимает, а эмоциональные джахили, как женщины будут истерить и нести чушь.  Всевышний Аллах сказал:  «Так Мы позволяем одним беззаконникам править другими за то, что они приобретают» сура аль-Ан’ам, аят 129  Мансур ибн Абуль-Асвад рассказывал:  «Я спросил А’маша об аяте: Так Мы позволяем одним несправедливым править другими за то, что они приобретают(Сура аль-Ан’ам, аят 129)  Что ты слышал из того, что говорят об этом аяте?!  Он ответил: «Я слышал, как об этом говорили: Если портятся люди, то власть над ними дается наихудшим!  См. Абу аш-Шейх. См. «ад-Дурруль-мансур» 3/358.  Всевышний Аллах сказал:  «Воистину, Аллах не меняет положения людей, пока они не изменят самих себя» Сура ар-Раад, аят 11",2,1,1
1357, евреи присвоили себе эксклюзивные права на антисемитизм.,1,2,1
1358,"Дорогие братья и сестры!   📌 Если вы считаете ту или иную публикацию полезной и интересной, то будьте причиной распространения добра - сделайте репост.   ‼️ Тем самым вы становитесь частью великого дела - распространение знаний!   قال الله تعالى "" وَٱفْعَلُواْ ٱلْخَيْرَ لَعَلَّكُمْ تُفْلِحُونَ "" سورة الحج الأية 77  📖 Сказал Аллаh Всевышний: "" И совершайте благое быть может вы преуспеете"" 22/77.",2,1,1
1359,Антисемитизм это ответка неновисти к всему миру. Полюби ближнего своего и антисемитизм закончится. Избався от комплекса неполноценности и обретёшь друзей.,2,0,0
1360," ты не еврей, и даже не жид, ты феерический имбецил, смирись и умри спокойно🤣🤣🤣",1,2,1
1361,"В Газе ничего не добились,а уже в Ливан лезут.Клоуны",2,2,1
1362,"⚡ Конфликт Израиля и Палестины — кому выгодно?    В 19:00 (мск) в нашем телеграм-канале состоится стрим про этой актуальной теме СМОТРИ ТУТ✅t.me/disclosed_blog?livestream✅    Вот лишь некоторые вопросы, которые поднимут в прямом эфире наши эксперты:    - Актуальные новости по этой теме;    - Война Израиля и Палестины была спланирована Рокфеллером?    - Какова судьба и роль России в этом конфликте?    - Угроза Третьей Мировой войны и новая религия на всей планете?    - Роль Пятницы 13е и другие знаки и символы    🔎 Эти и многие другие вопросы в нашем эфире! Не проспите, чтобы быть в курсе событий!",2,2,1
1363," я говорю не про людей, а про политику государства, про режим. И в этом вопросе все кристально ясно, никакого дыма нет. Хотя и по той информации какая у меня есть, население Израиля поддерживает политику своего государства.",2,2,1
1364,"Начались визиты в Израиль, были Блинкен и Остин, разумеется, они говорили о своей любви к Израилю и бесконечной помощи. Но засуетились они не просто так. Выяснилось, что США еще со времен Обамы ежегодно финансировали ХАМАС. В 2019 году Трамп эти выплаты заморозил. Но уже в мае 2021 года администрация Байдена их возобновила. С тех пор выплачено 360 миллионов долларов. До 2024 года планировалось перевести им около полумиллиарда.   Александр Вальдман, израильский журналист",2,2,1
1365,"Оставьте в покое Сатановского, он побольше вашего разбирается в вопросах Б.Востока . Если ваши мысли и мнения расходятся, это не значит, что надо его бесконечно обличать в том, что он не делает. Он говорит то, как есть. Мой супруг - еврей по национальности, полностью согласен с ним. Без всяких обид, пожалуйста.",2,2,1
1366,Сионизм = фашизм🤷‍♀️ А фашисты все очень русских ненавидят.,1,2,1
1367," ООН не та организация, чьё мнение можно считать авторитетным. И её реакция на события в Израиле тому подтверждение.",2,2,1
1368," Арабы в принципе напасть кучей не способны, так как имеют одни бантустаны(Даже Саудовская Аравия-это обычная бензоколонка Китая), а рычагов давления у них нет благодаря сланцевикам США и КНР.",2,2,1
1369,"[club112252784|Арабо-израильские войны], а, хорошо. Я точные даты не помнил. Спасибо.",2,2,1
1370,"Очередная жертва к еврейскому празднику , как и все ранее проводимые теракты.",2,2,1
1371,Возле Палестины не правильные евреи. То ли дело дагестанские турбо-евреи.🤣,2,2,1
1372,"Там они друг друга стоят. Не дай Бог, если Израиль победит, то палестинцы-беженцы к нам ринутся, а если арабы победят, то евреи к нам хлынут. Не дай Бог ни тех, ни других...",2,2,1
1373,После теракта в Израиле где С Газа? СТЕРЛИ,2,2,1
1374,"Так он придёт,скажет,я Машиах,а они ему-богохульник!!!И распнут,это же евреи.Они уже однажды ""дождались"" его.",2,2,1
1375,"Тем временем в россии: #вконтакте заблокировали навсегда профиль моего друга @id191885786 за комментарий содержащий критику палестинских террористов размещенный под постом со зверствами палестинских террористов в еврейской группе. Поддержка #вконтакте отвечает, что блокировка справедлива.  Друзья, прошу Вас прочитайте комментарий, и, скажите, за такой комментарий, разве можно блокировать профиль человека навсегда? Не является ли данная блокировка антисемитизмом и поддержкой террористов со стороны российской социальной сети #вконтакте!?  P.S. Замазанные слова: "" би0деградант0в"" и ""би0дегр0д"", ""стёрт"".Сегодня #вконтакте заблокировали навсегда профиль моего друга @id191885786 за комментарий содержащий критику палестинских террористов размещенный под постом со зверствами палестинских террористов в еврейской группе. Поддержка #вконтакте отвечает, что блокировка справедлива.  Друзья, прошу Вас прочитайте комментарий, и, скажите, за такой комментарий, разве можно блокировать профиль человека навсегда? Не является ли данная блокировка антисемитизмом и поддержкой террористов со стороны российской социальной сети #вконтакте!?  P.S. Замазанные слова: "" би0деградант0в"" и ""би0дегр0д"", ""стёрт"".Сегодня #вконтакте заблокировали навсегда профиль моего друга @id191885786 за комментарий содержащий критику палестинских террористов размещенный под постом со зверствами палестинских террористов в еврейской группе. Поддержка #вконтакте отвечает, что блокировка справедлива.  Друзья, прошу Вас прочитайте комментарий, и, скажите, за такой комментарий, разве можно блокировать профиль человека навсегда? Не является ли данная блокировка антисемитизмом и поддержкой террористов со стороны российской социальной сети #вконтакте!?  P.S. Замазанные слова: "" би0деградант0в"" и ""би0дегр0д"", ""стёрт"".",2,2,1
1376,",,ИЗРАИЛЬТЯНЕ НИКОГДА ЭТОГО НЕ ЗАБУДУТ,, - ТАКИЕ ВЫБРОСЫ СО СТОРОНЫ ИЗРАИЛЬСКИХ ФУНКЦИОНЕРОВ ИДУТ В СТОРОНУ РОССИИ ЧЕРЕЗ ИХ, МЕСТНЫЕ СМИ ... РОССИЯ СТАНОВИТСЯ МИШЕНЬЮ ИЗРАИЛЬСКИХ СПЕЦСЛУЖБ, ПОДСТРЕКАЕМЫХ АМЕРИКАНЦАМИ И АНГЛИЧАНАМИ ...  7 октября весь мир был поражен с какой легкостью боевики сумели взломать хваленую оборону Израиля, при этом не менее хваленный МАСАД, ничего о готовящемся нападении не знал. В результате боевики палестинского движения ХАМАС при помощи простого бульдозера снесли пограничное ограждение, проникли на территорию Израиля, и взяли под контроль ряд населенных пунктов и сумели захватить военные базы со всей находящейся там техникой. Количество военнослужащих ЦАХАЛ и мирных жителей павших от рук боевиков буквально поражает воображение, такого в Израиле не было с 6 октября 1973 года.    Естественно после случившегося, волна критики обрушилась на Армию обороны Израиля. ЦАХАЛ который долгое время считался главной силой в регионе в течении двух суток не мог взять ситуацию под контроль. Причем глядя на видеоролики выложенные в сеть, на которых можно оценить действия израильских военнослужащих, становится понятно, почему это происходит. Все эксперты сходятся во мнении, что израильские военнослужащие продемонстрировали удивительный непрофессионализм и полное отсутствие готовности к участию в реальных боевых условиях.    Вот на эту тему и было предложено подискутировать в эфире ток-шоу ""60 минут"" с Ольгой Скабеевой. В частности, там вспомнили про ""гламурные"" видеоролики которые частенько выкладывались в Tik Ток девушки-военнослужащие Израиля. Красивые кадры девушек в обтягивающей военной форме, вызывающие позы, танцы - все это и в самом деле мало напоминало военную подготовку.    После эфира многие пользователи вспомнили как ""готовились"" представительницы слабого пола к вероятной атаке противника:  ""Видео смотрели, где израильский спецназ проверял дом? Даже не смогли зайти на 2-й этаж"", - пишет Ирина Язовских  ""Группа балета Тодес Аллы Духовой нам в помощь! "", - иронизирует Елена Алекс  ""Ну вот, дотренировались две военные базы потеряли за первые часы конфликта. Женщина в армии - беда в стране"", - отмечает Дмитрий Сизин  Трагедия произошедшая в Израиле конечно не может являться поводом для сарказма, но факт остается фактом - израильским властям необходимо пересмотреть свою позиции касающуюся призыва в армию женщин, показавших абсолютный непрофессионализм и не готовность отражать нападение реального противника. В конце концов, в-о-й-н-а это мужское занятие, в котором женщинам отведена второстепенная роль.  Причем призыв на службу в израильскую армию женщин, давно является поводом для критики в самом Израиле, поэтому мнение России здесь не является новостью. Несколько лет назад, главный раввин Израиля Цфат Шмуэль, даже потребовал отставки начальника Генштаба армии обвинив его в том, что тот продвигает ""радикальные феминистские идеи""    Напомним, девушки-израильтянки являются военнообязанными. Срок службы у представительниц слабого пола значительно меньше чем у мужчин — они служат два года, в то время как мужчины служат 2 года и 8 месяцев. Отсрочку или освобождение от службы в ЦАХАЛ девушки могут получить из-за беременности или из-за религиозных убеждений. Подобной возможностью пользуется всего лишь треть израильских девушек, остальные идут служить. Большинство девушек подлежит призыву в 18 или 19 лет, сразу после того как они окончат школу. При этом девушек часто ставят командовать мужчинами. Бывший гражданин России, а ныне военнослужащий ЦАХАЛ, по имени Дмитрий рассказал журналистам весьма занимательный факт:  ""Например на курс молодого бойца, стараются ставить командирами именно девушек, потому что они лучше командуют… Ставят их в обтягивающей форме напротив роты мужиков...""    Стоит ли говорить в таком случае о профессионализме? Конечно нет. Как показала практика, ""гламурная"" военная служба оказалась абсолютно беспомощной против реального, жестокого и беспощадного противника.    Однако несмотря на всю обоснованность критики, израильтянам крайне не понравилось подобное обсуждение.  Судя по реакции в социальных сетях, обсуждение израильтянам не понравилось. Журналист-международник, спецкор РИА ФАН Аббас Джума выложил у себя в Telegram-канале скриншот одного весьма занимательного поста широко разошедшегося в Израиле.  ""Россия открыто высмеивает женщин-солдат ЦАХАЛ, похищенных ХАМАСом. Израильтяне никогда этого не забудут. После того как мы разберемся с Хамасом и Сектором Газа, Москва заплатит за то, что стала мировой столицей антисемитизма. Это обещание крови. Главный пропагандист Путина Ольга Скабеева также является законной мишенью"", - опубликовал Аббас Джума дословный перевод поста опубликованного в Telegram-канале Terror Alarm.    Если бы НАТО нанесло ядерные удары по Москве, Пекину и Тегерану, в Израиле сейчас бы такой ситуации не было! "" Про второй пост даже говорить не хочется, просто нет слов, а что касается первого, то честно говоря не совсем понятно с чем связаны подобные угрозы и причем здесь вообще Ольга Скабеева. В эфире ток-шоу была озвучена правда, пускай и не очень удобная, но она должна стать поводом для того что бы Тель-Авив сделал соответствующие выводы, а не угрожал расправой россиянам. В конце концов, по словам того же Аббаса Джумы, в России после русофобских выходок девушек-военнослужащих Израиля не звучали антисемитские призывы. Впрочем, остается надеяться, что подобные публикации это все же исключение их правил, нежили реальное отражение взглядов большинства израильтян.",1,2,1
